,steam_id,items_count
3958158,76561197998743223,7
3958165,76561197998744603,13
3958178,76561197998750927,38
3958216,76561197998765811,190
3958406,76561197998789556,27
3958433,76561197998812220,40
3958473,76561197998812386,39
3958512,76561197998817782,103
3958615,76561197998833262,22
3958637,76561197998853964,82
3958719,76561197998875129,10
3958729,76561197998881574,25
3958754,76561197998887921,2316
3961070,76561197998888551,168
3961238,76561197998898625,22
3961260,76561197998905346,60
3961320,76561197998943704,189
3961509,76561197998960030,61
3961570,76561197998960814,159
3961729,76561197998984268,9
3961738,76561197999008261,271
3962009,76561197999026595,56
3962065,76561197999032638,17
3962082,76561197999070125,29
3962111,76561197999087577,51
3962162,76561197999088599,83
3962245,76561197999099968,41
3962286,76561197999112981,91
3962377,76561197999115544,43
3962420,76561197999136707,104
3962524,76561197999151379,3
3962527,76561197999171631,643
3963170,76561197999181284,364
3963534,76561197999208914,68
3963602,76561197999222178,143
3963745,76561197999224749,127
3963872,76561197999246534,103
3963975,76561197999256455,34
3964009,76561197999256531,41
3964050,76561197999256742,86
3964136,76561197999283121,93
3964229,76561197999284488,48
3964277,76561197999320594,55
3964332,76561197999327663,121
3964453,76561197999330728,12
3964465,76561197999353664,238
3964703,76561197999354844,2
3964705,76561197999369109,6
3964711,76561197999370640,25
3964736,76561197999374660,27
3964763,76561197999375514,125
3964888,76561197999382290,13
3964901,76561197999423245,14
3964915,76561197999428257,90
3965005,76561197999438560,9
3965014,76561197999467316,79
3965093,76561197999467458,31
3965124,76561197999474117,27
3965151,76561197999474145,27
3965178,76561197999490213,92
3965270,76561197999490622,25
3965295,76561197999491249,7
3965302,76561197999519519,45
3965347,76561197999520277,22
3965369,76561197999522132,27
3965396,76561197999524643,62
3965458,76561197999530334,15
3965473,76561197999568239,100
3965573,76561197999570687,558
3966131,76561197999592110,62
3966193,76561197999596498,60
3966253,76561197999613106,60
3966313,76561197999631647,14
3966327,76561197999646907,10
3966337,76561197999659750,78
3966415,76561197999677248,29
3966444,76561197999691273,13
3966457,76561197999697084,34
3966491,76561197999698891,57
3966548,76561197999715106,38
3966586,76561197999715656,20
3966606,76561197999717907,354
3966960,76561197999740660,197
3967157,76561197999757925,28
3967185,76561197999761824,85
3967270,76561197999775723,115
3967385,76561197999780063,10
3967395,76561197999783104,249
3967644,76561197999797291,47
3967691,76561197999803888,40
3967731,76561197999804654,54
3967785,76561197999811316,1
3967786,76561197999837795,21
3967807,76561197999839793,102
3967909,76561197999841309,85
3967994,76561197999844118,51
3968045,76561197999852666,42
3968087,76561197999859741,20
3968107,76561197999864446,26
3968133,76561197999866058,124
3968257,76561197999882687,104
3968361,76561197999907856,3
3968364,76561197999949415,10
3968374,76561198000008280,62
3968436,76561198000037961,283
3968719,76561198000055860,72
3968791,76561198000084273,106
3968897,76561198000102994,315
3969212,76561198000120171,37
3969249,76561198000121873,165
3969414,76561198000127866,25
3969439,76561198000146787,98
3969537,76561198000164084,313
3969850,76561198000186182,9
3969859,76561198000201461,38
3969897,76561198000205746,49
3969946,76561198000221091,22
3969968,76561198000241033,89
3970057,76561198000262453,19
3970076,76561198000272035,48
3970124,76561198000302907,129
3970253,76561198000304424,265
3970518,76561198000314541,39
3970557,76561198000324320,121
3970678,76561198000345791,62
3970740,76561198000348739,8
3970748,76561198000386755,17
3970765,76561198000405131,7
3970772,76561198000406123,489
3971261,76561198000410258,20
3971281,76561198000422549,46
3971327,76561198000429710,56
3971383,76561198000469545,30
3971413,76561198000469884,52
3971465,76561198000470964,10
3971475,76561198000478652,29
3971504,76561198000494679,433
3971937,76561198000498579,12
3971949,76561198000509987,49
3971998,76561198000528291,204
3972202,76561198000529018,116
3972318,76561198000549719,32
3972350,76561198000589557,17
3972367,76561198000591492,159
3972526,76561198000594466,38
3972564,76561198000633312,34
3972598,76561198000672884,72
3972670,76561198000673743,46
3972716,76561198000680442,46
3972762,76561198000722177,18
3972780,76561198000733744,163
3972943,76561198000742198,62
3973005,76561198000751163,13
3973018,76561198000764794,139
3973157,76561198000793738,15
3973172,76561198000812113,238
3973410,76561198000813113,140
3973550,76561198000834386,35
3973585,76561198000855540,16
3973601,76561198000864781,98
3973699,76561198000874546,20
3973719,76561198000876516,21
3973740,76561198000881087,149
3973889,76561198000881625,4
3973893,76561198000886341,4
3973897,76561198000889832,273
3974170,76561198000890789,1
3974171,76561198000900911,6
3974177,76561198000905876,4
3974181,76561198000921202,6
3974187,76561198000924804,29
3974216,76561198000928001,56
3974272,76561198000942788,110
3974382,76561198000945668,4
3974386,76561198000966319,65
3974451,76561198000967833,12
3974463,76561198001026231,184
3974647,76561198001074179,243
3974890,76561198001115538,58
3974948,76561198001131929,6
3974954,76561198001153753,146
3975100,76561198001153967,39
3975139,76561198001156941,164
3975303,76561198001160457,114
3975417,76561198001204607,337
3975754,76561198001245974,27
3975781,76561198001256415,35
3975816,76561198001259161,36
3975852,76561198001296473,98
3975950,76561198001304010,407
3976357,76561198001308740,27
3976384,76561198001324869,133
3976517,76561198001339088,122
3976639,76561198001344142,33
3976672,76561198001346295,110
3976782,76561198001364937,5
3976787,76561198001365357,54
3976841,76561198001376500,33
3976874,76561198001384577,35
3976909,76561198001385749,25
3976934,76561198001401875,80
3977014,76561198001411309,18
3977032,76561198001414876,95
3977127,76561198001465775,74
3977201,76561198001466114,9
3977210,76561198001468659,207
3977417,76561198001470207,41
3977458,76561198001474821,7
3977465,76561198001487274,14
3977479,76561198001524963,22
3977501,76561198001541412,4
3977505,76561198001546973,38
3977543,76561198001559544,3
3977546,76561198001576604,5
3977551,76561198001584761,30
3977581,76561198001588534,33
3977614,76561198001591816,28
3977642,76561198001592078,2
3977644,76561198001593793,5
3977649,76561198001630399,163
3977812,76561198001657750,35
3977847,76561198001659251,7
3977854,76561198001678011,33
3977887,76561198001682270,18
3977905,76561198001684364,35
3977940,76561198001685073,9
3977949,76561198001689913,27
3977976,76561198001691211,27
3978003,76561198001694147,27
3978030,76561198001696083,29
3978059,76561198001696531,62
3978121,76561198001736081,130
3978251,76561198001737103,39
3978290,76561198001737802,27
3978317,76561198001737832,27
3978344,76561198001737876,27
3978371,76561198001737973,40
3978411,76561198001742198,27
3978438,76561198001745346,11
3978449,76561198001764894,220
3978669,76561198001764903,15
3978684,76561198001784922,133
3978817,76561198001794350,33
3978850,76561198001819145,27
3978877,76561198001827001,52
3978929,76561198001836842,65
3978994,76561198001849639,13
3979007,76561198001867378,27
3979034,76561198001868619,7
3979041,76561198001874701,15
3979056,76561198001886717,105
3979161,76561198001889879,44
3979205,76561198001898634,94
3979299,76561198001900372,97
3979396,76561198001939038,10
3979406,76561198001939650,35
3979441,76561198001944741,78
3979519,76561198001949406,125
3979644,76561198001962153,23
3979667,76561198001972047,27
3979694,76561198002017896,27
3979721,76561198002053981,57
3979778,76561198002074304,59
3979837,76561198002077757,23
3979860,76561198002126580,88
3979948,76561198002129130,60
3980008,76561198002174979,12
3980020,76561198002189925,440
3980460,76561198002193155,8
3980468,76561198002210067,46
3980514,76561198002234519,24
3980538,76561198002240250,88
3980626,76561198002286241,64
3980690,76561198002313661,25
3980715,76561198002327925,151
3980866,76561198002333436,7
3980873,76561198002355755,10
3980883,76561198002356837,39
3980922,76561198002377393,238
3981160,76561198002380890,14
3981174,76561198002381462,9
3981183,76561198002401104,5
3981188,76561198002409960,78
3981266,76561198002415825,104
3981370,76561198002437635,146
3981516,76561198002442385,33
3981549,76561198002448536,78
3981627,76561198002467019,169
3981796,76561198002514218,7
3981803,76561198002515770,23
3981826,76561198002525275,14
3981840,76561198002530271,107
3981947,76561198002544375,9
3981956,76561198002547465,13
3981969,76561198002556045,42
3982011,76561198002567626,41
3982052,76561198002573426,56
3982108,76561198002576548,26
3982134,76561198002598473,28
3982162,76561198002645438,129
3982291,76561198002697689,226
3982517,76561198002735226,150
3982667,76561198002741084,3
3982670,76561198002832599,5
3982675,76561198002849857,6
3982681,76561198002878383,117
3982798,76561198002922196,1
3982799,76561198002922830,106
3982905,76561198002934042,12
3982917,76561198002974763,75
3982992,76561198002991140,269
3983261,76561198002996759,24
3983285,76561198003072784,24
3983309,76561198003073132,8
3983317,76561198003084558,11
3983328,76561198003087136,130
3983458,76561198003128838,78
3983536,76561198003160145,3
3983539,76561198003178126,81
3983620,76561198003182756,26
3983646,76561198003209228,13
3983659,76561198003222272,38
3983697,76561198003268369,53
3983750,76561198003270323,35
3983785,76561198003275312,37
3983822,76561198003315506,30
3983852,76561198003322586,195
3984047,76561198003351928,1
3984048,76561198003355782,63
3984111,76561198003370057,7
3984118,76561198003385662,195
3984313,76561198003392700,19
3984332,76561198003395882,8
3984340,76561198003397446,13
3984353,76561198003403435,421
3984774,76561198003409995,72
3984846,76561198003483372,128
3984974,76561198003488106,231
3985205,76561198003515043,20
3985225,76561198003520916,28
3985253,76561198003522410,36
3985289,76561198003547657,59
3985348,76561198003548527,170
3985518,76561198003558848,5
3985523,76561198003563644,6
3985529,76561198003578258,3
3985532,76561198003581022,42
3985574,76561198003589862,50
3985624,76561198003595118,234
3985858,76561198003616113,45
3985903,76561198003644130,6
3985909,76561198003656129,213
3986122,76561198003661478,131
3986253,76561198003702006,142
3986395,76561198003703531,8
3986403,76561198003735361,68
3986471,76561198003744234,18
3986489,76561198003777130,34
3986523,76561198003778730,45
3986568,76561198003823905,1
3986569,76561198003840071,57
3986626,76561198003847442,17
3986643,76561198003870089,23
3986666,76561198003892507,214
3986880,76561198003896708,46
3986926,76561198003949963,48
3986974,76561198003952307,22
3986996,76561198003971138,103
3987099,76561198003971880,149
3987248,76561198003992690,148
3987396,76561198004008952,26
3987422,76561198004013636,21
3987443,76561198004058147,53
3987496,76561198004062096,46
3987542,76561198004066654,10
3987552,76561198004099004,72
3987624,76561198004122467,51
3987675,76561198004166916,44
3987719,76561198004173845,7
3987726,76561198004185036,90
3987816,76561198004192023,5
3987821,76561198004194764,9
3987830,76561198004200104,25
3987855,76561198004201028,100
3987955,76561198004201454,66
3988021,76561198004202813,30
3988051,76561198004208798,75
3988126,76561198004232431,57
3988183,76561198004267142,6
3988189,76561198004272842,6
3988195,76561198004278845,7
3988202,76561198004297427,116
3988318,76561198004315216,17
3988335,76561198004347499,14
3988349,76561198004357952,275
3988624,76561198004363432,27
3988651,76561198004368824,49
3988700,76561198004373940,26
3988726,76561198004374884,10
3988736,76561198004383401,89
3988825,76561198004404511,39
3988864,76561198004430159,163
3989027,76561198004431927,89
3989116,76561198004434645,189
3989305,76561198004440101,113
3989418,76561198004457221,1
3989419,76561198004465781,21
3989440,76561198004486358,90
3989530,76561198004493989,69
3989599,76561198004535671,192
3989791,76561198004543321,87
3989878,76561198004545279,17
3989895,76561198004579869,14
3989909,76561198004590951,19
3989928,76561198004640753,59
3989987,76561198004670741,27
3990014,76561198004704041,18
3990032,76561198004706590,189
3990221,76561198004707199,78
3990299,76561198004710971,16
3990315,76561198004746995,55
3990370,76561198004774469,222
3990592,76561198004787781,47
3990639,76561198004819249,7
3990646,76561198004819487,201
3990847,76561198004849155,64
3990911,76561198004854577,13
3990924,76561198004866269,116
3991040,76561198004916605,22
3991062,76561198004923998,59
3991121,76561198004924924,58
3991179,76561198004925074,101
3991280,76561198004957998,75
3991355,76561198004976425,27
3991382,76561198004998420,610
3991992,76561198005030958,36
3992028,76561198005035836,14
3992042,76561198005098825,8
3992050,76561198005123031,28
3992078,76561198005134490,2
3992080,76561198005135638,30
3992110,76561198005165074,64
3992174,76561198005187287,76
3992250,76561198005195352,27
3992277,76561198005203230,183
3992460,76561198005258524,157
3992617,76561198005259173,114
3992731,76561198005263291,7
3992738,76561198005263617,225
3992963,76561198005297621,143
3993106,76561198005303239,33
3993139,76561198005308023,12
3993151,76561198005339182,14
3993165,76561198005341614,589
3993754,76561198005365943,29
3993783,76561198005382588,45
3993828,76561198005401123,298
3994126,76561198005406670,33
3994159,76561198005416199,17
3994176,76561198005447177,50
3994226,76561198005457360,4
3994230,76561198005482204,28
3994258,76561198005505540,347
3994605,76561198005515025,59
3994664,76561198005517355,170
3994834,76561198005517460,57
3994891,76561198005518922,250
3995141,76561198005551923,91
3995232,76561198005582255,140
3995372,76561198005590070,28
3995400,76561198005620116,159
3995559,76561198005624358,27
3995586,76561198005630342,10
3995596,76561198005650589,379
3995975,76561198005670265,43
3996018,76561198005680179,34
3996052,76561198005680193,35
3996087,76561198005685727,27
3996114,76561198005685735,27
3996141,76561198005700848,12
3996153,76561198005701064,48
3996201,76561198005708745,68
3996269,76561198005722312,36
3996305,76561198005722316,30
3996335,76561198005722342,35
3996370,76561198005722348,34
3996404,76561198005722388,36
3996440,76561198005741469,8
3996448,76561198005780151,45
3996493,76561198005781107,73
3996566,76561198005785185,35
3996601,76561198005819638,133
3996734,76561198005852745,8
3996742,76561198005885543,7
3996749,76561198005889645,89
3996838,76561198005918869,179
3997017,76561198005935772,135
3997152,76561198005954663,112
3997264,76561198005961130,134
3997398,76561198005980985,161
3997559,76561198005989777,6
3997565,76561198005993302,113
3997678,76561198005999090,79
3997757,76561198006071989,31
3997788,76561198006073111,14
3997802,76561198006084032,62
3997864,76561198006113626,11
3997875,76561198006146941,3
3997878,76561198006221055,11
3997889,76561198006259546,1
3997890,76561198006263172,46
3997936,76561198006265510,23
3997959,76561198006266621,9
3997968,76561198006267245,321
3998289,76561198006278693,44
3998333,76561198006304430,30
3998363,76561198006310647,40
3998403,76561198006318063,54
3998457,76561198006326213,45
3998502,76561198006359398,39
3998541,76561198006364616,159
3998700,76561198006419299,25
3998725,76561198006447911,37
3998762,76561198006449409,110
3998872,76561198006450473,7
3998879,76561198006451069,254
3999133,76561198006487129,143
3999276,76561198006487501,61
3999337,76561198006489301,46
3999383,76561198006489926,108
3999491,76561198006495855,18
3999509,76561198006533682,93
3999602,76561198006533876,29
3999631,76561198006543971,33
3999664,76561198006579314,73
3999737,76561198006599415,48
3999785,76561198006603509,104
3999889,76561198006632881,16
3999905,76561198006655910,79
3999984,76561198006683879,23
4000007,76561198006683997,10
4000017,76561198006684173,58
4000075,76561198006724210,3
4000078,76561198006746898,13
4000091,76561198006791764,49
4000140,76561198006797401,858
4000998,76561198006844673,59
4001057,76561198006844812,43
4001100,76561198006848931,217
4001317,76561198006890932,11
4001328,76561198006895476,57
4001385,76561198006896421,82
4001467,76561198006896456,2
4001469,76561198006906444,5
4001474,76561198006910187,61
4001535,76561198006943380,121
4001656,76561198006945953,129
4001785,76561198006946365,257
4002042,76561198006975186,67
4002109,76561198006978528,56
4002165,76561198006980747,12
4002177,76561198006986760,25
4002202,76561198006988882,140
4002342,76561198006989704,113
4002455,76561198006996132,90
4002545,76561198007001507,11
4002556,76561198007004050,35
4002591,76561198007048384,476
4003067,76561198007053181,63
4003130,76561198007058279,8
4003138,76561198007097614,16
4003154,76561198007106092,135
4003289,76561198007107444,143
4003432,76561198007150650,49
4003481,76561198007154682,21
4003502,76561198007161112,40
4003542,76561198007190687,6
4003548,76561198007199594,263
4003811,76561198007206179,9
4003820,76561198007210241,526
4004346,76561198007212239,17
4004363,76561198007214483,102
4004465,76561198007217051,181
4004646,76561198007217539,41
4004687,76561198007239358,18
4004705,76561198007278867,8
4004713,76561198007280045,26
4004739,76561198007320042,21
4004760,76561198007330935,69
4004829,76561198007352045,13
4004842,76561198007373414,24
4004866,76561198007374902,42
4004908,76561198007377684,12
4004920,76561198007391591,1
4004921,76561198007403429,154
4005075,76561198007404119,124
4005199,76561198007405055,79
4005278,76561198007439068,26
4005304,76561198007440680,60
4005364,76561198007443354,90
4005454,76561198007452336,77
4005531,76561198007452748,27
4005558,76561198007457088,30
4005588,76561198007475589,11
4005599,76561198007481791,19
4005618,76561198007482387,225
4005843,76561198007509290,35
4005878,76561198007514530,78
4005956,76561198007542499,76
4006032,76561198007547571,8
4006040,76561198007574268,3
4006043,76561198007587759,126
4006169,76561198007625498,122
4006291,76561198007634193,16
4006307,76561198007670841,55
4006362,76561198007702646,1
4006363,76561198007705206,28
4006391,76561198007734822,8
4006399,76561198007742948,21
4006420,76561198007758543,53
4006473,76561198007761363,20
4006493,76561198007761391,76
4006569,76561198007767483,252
4006821,76561198007788558,27
4006848,76561198007798560,4
4006852,76561198007800522,105
4006957,76561198007809245,51
4007008,76561198007810532,30
4007038,76561198007864466,21
4007059,76561198007870321,9
4007068,76561198007874509,91
4007159,76561198007911436,133
4007292,76561198007914721,21
4007313,76561198007914733,40
4007353,76561198007948569,79
4007432,76561198007986848,63
4007495,76561198007987348,15
4007510,76561198008016212,21
4007531,76561198008026450,569
4008100,76561198008026969,59
4008159,76561198008101478,79
4008238,76561198008119091,92
4008330,76561198008120011,75
4008405,76561198008121923,165
4008570,76561198008123047,114
4008684,76561198008153228,129
4008813,76561198008156042,49
4008862,76561198008158168,53
4008915,76561198008168334,139
4009054,76561198008170053,5
4009059,76561198008197341,81
4009140,76561198008228892,327
4009467,76561198008231144,39
4009506,76561198008270754,12
4009518,76561198008302763,166
4009684,76561198008304782,17
4009701,76561198008342357,286
4009987,76561198008352835,119
4010106,76561198008391495,18
4010124,76561198008391547,41
4010165,76561198008391863,20
4010185,76561198008426280,191
4010376,76561198008426380,14
4010390,76561198008437671,43
4010433,76561198008439415,4
4010437,76561198008463230,12
4010449,76561198008473959,10
4010459,76561198008503537,65
4010524,76561198008506937,46
4010570,76561198008528498,23
4010593,76561198008534835,4
4010597,76561198008536555,80
4010677,76561198008560819,5
4010682,76561198008565816,203
4010885,76561198008595987,129
4011014,76561198008602817,14
4011028,76561198008628326,108
4011136,76561198008633216,16
4011152,76561198008642363,41
4011193,76561198008644593,215
4011408,76561198008651103,32
4011440,76561198008685972,331
4011771,76561198008686942,7
4011778,76561198008722459,10
4011788,76561198008723206,13
4011801,76561198008724769,21
4011822,76561198008727561,8
4011830,76561198008730877,333
4012163,76561198008737961,19
4012182,76561198008758922,108
4012290,76561198008784483,2
4012292,76561198008787256,15
4012307,76561198008791765,109
4012416,76561198008794836,16
4012432,76561198008805553,2
4012434,76561198008817376,21
4012455,76561198008822772,49
4012504,76561198008825956,18
4012522,76561198008860811,15
4012537,76561198008877032,9
4012546,76561198008894319,97
4012643,76561198008896152,65
4012708,76561198008897631,118
4012826,76561198008967772,44
4012870,76561198008972644,36
4012906,76561198008973176,59
4012965,76561198008982932,7
4012972,76561198009000881,3
4012975,76561198009008089,7
4012982,76561198009027391,8
4012990,76561198009032713,69
4013059,76561198009035536,51
4013110,76561198009039462,17
4013127,76561198009055787,70
4013197,76561198009068308,150
4013347,76561198009069572,25
4013372,76561198009099116,11
4013383,76561198009105539,16
4013399,76561198009124912,7
4013406,76561198009131132,9
4013415,76561198009135562,58
4013473,76561198009147186,241
4013714,76561198009164153,49
4013763,76561198009168745,23
4013786,76561198009170632,8
4013794,76561198009177886,124
4013918,76561198009204464,122
4014040,76561198009206854,43
4014083,76561198009208794,33
4014116,76561198009220699,39
4014155,76561198009222981,21
4014176,76561198009233850,14
4014190,76561198009239426,107
4014297,76561198009273500,39
4014336,76561198009276739,14
4014350,76561198009280425,21
4014371,76561198009281015,46
4014417,76561198009284215,37
4014454,76561198009312801,195
4014649,76561198009321302,104
4014753,76561198009324277,69
4014822,76561198009326943,43
4014865,76561198009327891,26
4014891,76561198009343782,214
4015105,76561198009357752,37
4015142,76561198009361872,55
4015197,76561198009364699,15
4015212,76561198009366505,15
4015227,76561198009391982,19
4015246,76561198009397497,28
4015274,76561198009397620,53
4015327,76561198009398032,66
4015393,76561198009410344,414
4015807,76561198009426137,12
4015819,76561198009429264,139
4015958,76561198009432803,39
4015997,76561198009435936,173
4016170,76561198009436756,126
4016296,76561198009456279,143
4016439,76561198009484885,16
4016455,76561198009493196,76
4016531,76561198009514151,23
4016554,76561198009545682,133
4016687,76561198009553196,291
4016978,76561198009555729,70
4017048,76561198009555951,49
4017097,76561198009556114,13
4017110,76561198009557741,67
4017177,76561198009593698,77
4017254,76561198009595575,42
4017296,76561198009603753,383
4017679,76561198009608512,121
4017800,76561198009631868,11
4017811,76561198009664555,9
4017820,76561198009666732,33
4017853,76561198009671318,311
4018164,76561198009672166,41
4018205,76561198009694437,257
4018462,76561198009695014,26
4018488,76561198009702272,114
4018602,76561198009705458,17
4018619,76561198009713159,202
4018821,76561198009717089,66
4018887,76561198009724366,61
4018948,76561198009729460,3
4018951,76561198009743781,479
4019430,76561198009780093,29
4019459,76561198009846599,120
4019579,76561198009859170,15
4019594,76561198009874785,500
4020094,76561198009876209,8
4020102,76561198009885996,134
4020236,76561198009895200,53
4020289,76561198009902211,46
4020335,76561198009920055,25
4020360,76561198009927861,26
4020386,76561198009945700,15
4020401,76561198009979239,4
4020405,76561198009993558,27
4020432,76561198009994852,25
4020457,76561198010023894,1
4020458,76561198010034338,45
4020503,76561198010038495,29
4020532,76561198010049822,17
4020549,76561198010061823,8
4020557,76561198010095846,106
4020663,76561198010098493,55
4020718,76561198010100238,143
4020861,76561198010102486,7
4020868,76561198010112589,49
4020917,76561198010121892,36
4020953,76561198010129644,45
4020998,76561198010132610,95
4021093,76561198010173221,77
4021170,76561198010182048,7
4021177,76561198010189018,96
4021273,76561198010201871,247
4021520,76561198010205894,175
4021695,76561198010207377,24
4021719,76561198010211852,144
4021863,76561198010279570,11
4021874,76561198010284350,391
4022265,76561198010284860,13
4022278,76561198010295090,73
4022351,76561198010323708,33
4022384,76561198010334887,39
4022423,76561198010340317,27
4022450,76561198010374786,4
4022454,76561198010375250,12
4022466,76561198010375444,62
4022528,76561198010398344,134
4022662,76561198010398875,119
4022781,76561198010408680,24
4022805,76561198010418147,13
4022818,76561198010425289,168
4022986,76561198010427807,539
4023525,76561198010464685,137
4023662,76561198010465186,48
4023710,76561198010482495,34
4023744,76561198010489011,176
4023920,76561198010516110,20
4023940,76561198010521497,160
4024100,76561198010530050,21
4024121,76561198010533814,13
4024134,76561198010554887,62
4024196,76561198010561100,41
4024237,76561198010565152,3
4024240,76561198010579748,92
4024332,76561198010579769,322
4024654,76561198010606593,9
4024663,76561198010609967,84
4024747,76561198010611819,4
4024751,76561198010644946,73
4024824,76561198010651506,71
4024895,76561198010679456,67
4024962,76561198010684148,69
4025031,76561198010696191,16
4025047,76561198010708687,81
4025128,76561198010713208,109
4025237,76561198010740211,7
4025244,76561198010763366,56
4025300,76561198010767299,132
4025432,76561198010769207,90
4025522,76561198010769349,133
4025655,76561198010774392,111
4025766,76561198010777073,139
4025905,76561198010778468,16
4025921,76561198010842724,231
4026152,76561198010842918,48
4026200,76561198010870778,105
4026305,76561198010874762,18
4026323,76561198010898430,12
4026335,76561198010902239,18
4026353,76561198010905770,65
4026418,76561198010919003,11
4026429,76561198010934275,86
4026515,76561198010967213,175
4026690,76561198010975625,126
4026816,76561198010994999,1
4026817,76561198010999437,10
4026827,76561198011040486,34
4026861,76561198011060919,88
4026949,76561198011066129,3
4026952,76561198011066499,6
4026958,76561198011068140,63
4027021,76561198011070089,16
4027037,76561198011074197,130
4027167,76561198011125902,8
4027175,76561198011134106,13
4027188,76561198011140581,33
4027221,76561198011141005,5
4027226,76561198011147147,41
4027267,76561198011150494,124
4027391,76561198011181142,22
4027413,76561198011181177,60
4027473,76561198011183103,1
4027474,76561198011212287,135
4027609,76561198011213164,35
4027644,76561198011214215,269
4027913,76561198011214586,44
4027957,76561198011222684,53
4028010,76561198011244140,189
4028199,76561198011254098,4
4028203,76561198011266693,248
4028451,76561198011269583,14
4028465,76561198011276519,139
4028604,76561198011279194,24
4028628,76561198011279488,35
4028663,76561198011279600,13
4028676,76561198011306394,242
4028918,76561198011307447,74
4028992,76561198011321075,11
4029003,76561198011338524,22
4029025,76561198011368793,33
4029058,76561198011372068,128
4029186,76561198011373823,28
4029214,76561198011395657,111
4029325,76561198011396013,8
4029333,76561198011406531,101
4029434,76561198011411012,27
4029461,76561198011427721,18
4029479,76561198011434677,11
4029490,76561198011440966,4
4029494,76561198011445956,205
4029699,76561198011462134,13
4029712,76561198011488661,61
4029773,76561198011488807,4
4029777,76561198011492766,306
4030083,76561198011521311,63
4030146,76561198011522549,62
4030208,76561198011529589,30
4030238,76561198011545990,45
4030283,76561198011549022,45
4030328,76561198011549428,37
4030365,76561198011552052,25
4030390,76561198011561056,2
4030392,76561198011569601,18
4030410,76561198011579169,46
4030456,76561198011582916,96
4030552,76561198011613072,9
4030561,76561198011615616,56
4030617,76561198011617106,2
4030619,76561198011620546,3
4030622,76561198011684429,22
4030644,76561198011702843,2
4030646,76561198011707963,44
4030690,76561198011738160,73
4030763,76561198011738758,119
4030882,76561198011743861,57
4030939,76561198011771239,118
4031057,76561198011772653,61
4031118,76561198011805567,46
4031164,76561198011807553,82
4031246,76561198011831269,56
4031302,76561198011833573,82
4031384,76561198011843100,10
4031394,76561198011862119,35
4031429,76561198011897028,24
4031453,76561198011900706,94
4031547,76561198011917631,31
4031578,76561198011925868,353
4031931,76561198011974781,12
4031943,76561198011977649,75
4032018,76561198012011217,98
4032116,76561198012013015,95
4032211,76561198012014419,201
4032412,76561198012045442,100
4032512,76561198012059543,27
4032539,76561198012072055,375
4032914,76561198012074748,311
4033225,76561198012074959,129
4033354,76561198012089033,3
4033357,76561198012098586,1
4033358,76561198012129831,1
4033359,76561198012132123,14
4033373,76561198012162222,14
4033387,76561198012163816,43
4033430,76561198012167107,146
4033576,76561198012184211,43
4033619,76561198012185753,95
4033714,76561198012189478,138
4033852,76561198012191444,174
4034026,76561198012194764,30
4034056,76561198012196599,24
4034080,76561198012216645,24
4034104,76561198012217734,234
4034338,76561198012221504,97
4034435,76561198012233803,58
4034493,76561198012246561,64
4034557,76561198012252660,13
4034570,76561198012254289,11
4034581,76561198012297447,19
4034600,76561198012305005,7
4034607,76561198012310226,5
4034612,76561198012317471,85
4034697,76561198012334657,51
4034748,76561198012342166,57
4034805,76561198012363164,38
4034843,76561198012369067,19
4034862,76561198012389967,51
4034913,76561198012392103,46
4034959,76561198012392805,23
4034982,76561198012396712,26
4035008,76561198012423471,3
4035011,76561198012424979,32
4035043,76561198012430526,65
4035108,76561198012462287,10
4035118,76561198012478731,53
4035171,76561198012484271,31
4035202,76561198012484567,15
4035217,76561198012509480,85
4035302,76561198012511439,38
4035340,76561198012515669,162
4035502,76561198012519466,72
4035574,76561198012548240,28
4035602,76561198012572074,76
4035678,76561198012579888,35
4035713,76561198012607950,54
4035767,76561198012625550,34
4035801,76561198012630456,2
4035803,76561198012652232,3
4035806,76561198012655061,71
4035877,76561198012655905,118
4035995,76561198012657171,4
4035999,76561198012663078,71
4036070,76561198012663438,11
4036081,76561198012689283,187
4036268,76561198012691170,27
4036295,76561198012747642,152
4036447,76561198012749888,54
4036501,76561198012806819,195
4036696,76561198012852727,2
4036698,76561198012920422,23
4036721,76561198012946785,25
4036746,76561198012949325,1
4036747,76561198012950064,2
4036749,76561198012955076,98
4036847,76561198012974286,107
4036954,76561198012980064,13
4036967,76561198013025960,6
4036973,76561198013030268,10
4036983,76561198013042553,149
4037132,76561198013062236,101
4037233,76561198013076349,15
4037248,76561198013107895,341
4037589,76561198013141962,148
4037737,76561198013143770,140
4037877,76561198013162357,102
4037979,76561198013193897,31
4038010,76561198013195535,141
4038151,76561198013197019,63
4038214,76561198013206795,71
4038285,76561198013221162,241
4038526,76561198013259354,55
4038581,76561198013287405,18
4038599,76561198013288969,268
4038867,76561198013313402,37
4038904,76561198013316303,7
4038911,76561198013326476,7
4038918,76561198013328591,16
4038934,76561198013337715,2
4038936,76561198013346195,16
4038952,76561198013352202,58
4039010,76561198013365185,14
4039024,76561198013369785,150
4039174,76561198013395229,7
4039181,76561198013398437,9
4039190,76561198013407288,53
4039243,76561198013407664,13
4039256,76561198013425105,95
4039351,76561198013428600,2
4039353,76561198013462596,58
4039411,76561198013464950,1
4039412,76561198013496046,19
4039431,76561198013535175,95
4039526,76561198013535509,23
